fir_id,person_a,person_b,crime_type,date,location,case_status
F000378,P03595,P02755,Cyber Fraud,2025-10-31,Indore,Open
F000379,P02219,P01239,Organized Fraud,2025-03-22,Ahmedabad,Under Investigation
F000380,P00238,P02557,Organized Fraud,2025-02-06,Hyderabad,Under Investigation
F000381,P06263,P09855,Organized Fraud,2025-01-21,Jaipur,Open
F000382,P07279,P03436,Cyber Fraud,2025-07-19,Hyderabad,Open
F000383,P00479,P02364,Extortion,2025-10-12,Vadodara,Under Investigation
F000384,P02363,P04323,Cyber Fraud,2025-08-05,Vadodara,Under Investigation
F000385,P08226,P00645,Money Laundering,2025-02-05,Jaipur,Under Investigation
F000386,P03748,P09605,Illegal Financing,2025-11-12,Indore,Open
F000387,P05309,P04632,Financial Fraud,2025-05-17,Bengaluru,Under Investigation
F000388,P00243,P06350,Organized Fraud,2025-06-23,Ahmedabad,Under Investigation
F000389,P08653,P02029,Organized Fraud,2025-04-17,Bengaluru,Under Investigation
F000390,P00965,P02085,Cyber Fraud,2025-03-03,Rajkot,Open
F000391,P08976,P03599,Extortion,2025-10-01,Jaipur,Open
F000392,P00121,P06049,Organized Fraud,2025-11-16,Vadodara,Under Investigation
F000393,P00406,P07250,Organized Fraud,2025-01-02,Rajkot,Open
F000394,P04773,P09886,Illegal Financing,2025-04-04,Rajkot,Closed
F000395,P00566,P00073,Extortion,2025-09-30,Kolkata,Under Investigation
F000396,P04643,P04530,Cyber Fraud,2025-07-15,Hyderabad,Open
F000397,P01418,P00295,Extortion,2025-03-14,Delhi,Under Investigation
F000398,P09721,P07279,Money Laundering,2025-06-19,Mumbai,Open
F000399,P08386,P08885,Financial Fraud,2025-12-29,Jaipur,Under Investigation
F000400,P00108,P03151,Money Laundering,2025-06-16,Vadodara,Closed
F000401,P05204,P00937,Financial Fraud,2025-03-28,Delhi,Under Investigation
F000402,P04235,P03745,Organized Fraud,2025-10-08,Jaipur,Under Investigation
F000403,P00140,P06880,Money Laundering,2025-05-30,Bengaluru,Open
F000404,P04115,P06037,Illegal Financing,2025-01-02,Delhi,Open
F000405,P07790,P07051,Financial Fraud,2025-02-11,Rajkot,Open
F000406,P06356,P02120,Organized Fraud,2025-03-19,Bengaluru,Under Investigation
F000407,P00760,P00249,Illegal Financing,2025-09-26,Vadodara,Closed
F000408,P04709,P09274,Financial Fraud,2025-05-29,Hyderabad,Closed
F000409,P07382,P04605,Money Laundering,2025-04-20,Rajkot,Open
F000410,P02279,P03599,Financial Fraud,2025-12-14,Pune,Open
F000411,P00345,P05593,Money Laundering,2025-03-02,Pune,Closed
F000412,P07255,P08845,Money Laundering,2025-09-29,Ahmedabad,Under Investigation
F000413,P00226,P03487,Money Laundering,2025-07-20,Surat,Closed
F000414,P04941,P02909,Illegal Financing,2025-06-22,Mumbai,Under Investigation
F000415,P05726,P03150,Money Laundering,2025-03-12,Indore,Under Investigation
F000416,P02827,P05478,Money Laundering,2025-09-07,Ahmedabad,Under Investigation
F000417,P01062,P02670,Extortion,2025-05-06,Pune,Open
F000418,P00915,P00519,Money Laundering,2025-07-30,Kolkata,Under Investigation
F000419,P01531,P00161,Organized Fraud,2025-11-26,Hyderabad,Closed
F000420,P09210,P07598,Cyber Fraud,2025-10-18,Mumbai,Closed
F000421,P03769,P05379,Financial Fraud,2025-03-22,Vadodara,Open
F000422,P01069,P04211,Extortion,2025-04-07,Pune,Open
F000423,P05982,P02463,Organized Fraud,2025-06-24,Surat,Under Investigation
F000424,P01557,P01457,Money Laundering,2025-06-03,Surat,Under Investigation
F000425,P08015,P00209,Cyber Fraud,2025-05-11,Kolkata,Open
F000426,P07111,P01320,Organized Fraud,2025-06-25,Bengaluru,Under Investigation
F000427,P04391,P06163,Cyber Fraud,2025-05-11,Kolkata,Under Investigation
F000428,P08125,P09840,Illegal Financing,2025-05-12,Rajkot,Under Investigation
F000429,P09435,P09918,Organized Fraud,2025-06-14,Rajkot,Closed
F000430,P05169,P09453,Financial Fraud,2025-05-25,Surat,Under Investigation
F000431,P00070,P04292,Extortion,2025-09-17,Rajkot,Under Investigation
F000432,P08882,P03610,Illegal Financing,2025-03-02,Hyderabad,Closed
F000433,P00847,P04348,Extortion,2025-04-03,Hyderabad,Under Investigation
F000434,P07448,P08325,Money Laundering,2025-01-21,Surat,Under Investigation
F000435,P01338,P04507,Illegal Financing,2025-09-25,Jaipur,Open
F000436,P07680,P02465,Financial Fraud,2025-10-04,Pune,Open
F000437,P05377,P03880,Organized Fraud,2025-09-04,Rajkot,Under Investigation
F000438,P06320,P06181,Extortion,2025-10-11,Hyderabad,Open
F000439,P08237,P00004,Financial Fraud,2025-04-08,Kolkata,Under Investigation
F000440,P04800,P08463,Financial Fraud,2025-12-19,Ahmedabad,Open
F000441,P04958,P05963,Organized Fraud,2025-11-29,Delhi,Closed
F000442,P08772,P09602,Illegal Financing,2025-10-02,Bengaluru,Under Investigation
F000443,P07624,P09346,Cyber Fraud,2025-05-22,Kolkata,Open
F000444,P03626,P05075,Money Laundering,2025-01-15,Kolkata,Under Investigation
F000445,P06186,P03395,Cyber Fraud,2025-03-18,Delhi,Under Investigation
F000446,P05734,P04018,Organized Fraud,2025-08-04,Kolkata,Closed
F000447,P05484,P05135,Illegal Financing,2025-05-22,Kolkata,Under Investigation
F000448,P00464,P05227,Illegal Financing,2025-10-01,Vadodara,Closed
F000449,P04266,P02532,Organized Fraud,2025-07-22,Rajkot,Closed
F000450,P00978,P08765,Illegal Financing,2025-08-21,Jaipur,Closed
F000451,P09625,P09893,Financial Fraud,2025-12-03,Hyderabad,Open
F000452,P09245,P08624,Cyber Fraud,2025-12-15,Vadodara,Open
F000453,P04625,P00124,Extortion,2025-03-25,Ahmedabad,Closed
F000454,P01385,P09401,Financial Fraud,2025-03-22,Vadodara,Closed
F000455,P07552,P00144,Illegal Financing,2025-12-30,Surat,Under Investigation
F000456,P05565,P09668,Extortion,2025-07-16,Indore,Under Investigation
F000457,P02429,P03430,Organized Fraud,2025-08-28,Surat,Under Investigation
F000458,P08158,P08507,Financial Fraud,2025-01-10,Pune,Closed
F000459,P00735,P09656,Illegal Financing,2025-02-07,Vadodara,Open
F000460,P04530,P08106,Extortion,2025-07-21,Jaipur,Open
F000461,P00287,P09726,Cyber Fraud,2025-03-01,Kolkata,Closed
F000462,P03163,P03755,Financial Fraud,2025-04-13,Surat,Under Investigation
F000463,P02698,P08625,Extortion,2025-12-03,Surat,Open
F000464,P00424,P03043,Money Laundering,2025-12-11,Indore,Under Investigation
F000465,P07243,P03987,Financial Fraud,2025-06-09,Pune,Open
F000466,P06084,P08164,Money Laundering,2025-09-24,Hyderabad,Open
F000467,P05150,P08437,Money Laundering,2025-06-30,Mumbai,Open
F000468,P07520,P01119,Cyber Fraud,2025-11-30,Mumbai,Under Investigation
F000469,P07495,P00401,Extortion,2025-07-05,Vadodara,Closed
F000470,P08896,P07147,Illegal Financing,2025-10-25,Delhi,Under Investigation
F000471,P02620,P09811,Extortion,2025-07-18,Vadodara,Closed
F000472,P02179,P02007,Financial Fraud,2025-06-12,Kolkata,Open
F000473,P02988,P02989,Financial Fraud,2025-08-24,Surat,Open
F000474,P01110,P06244,Financial Fraud,2025-07-07,Surat,Under Investigation
F000475,P09547,P04484,Cyber Fraud,2025-06-19,Bengaluru,Closed
F000476,P07379,P00566,Organized Fraud,2025-03-29,Jaipur,Closed
F000477,P09717,P02622,Illegal Financing,2025-06-10,Surat,Open
F000478,P07566,P04292,Extortion,2025-02-26,Rajkot,Under Investigation
F000479,P03544,P00317,Organized Fraud,2025-06-17,Vadodara,Closed
F000480,P07792,P07017,Extortion,2025-10-28,Kolkata,Closed
F000481,P07666,P00034,Cyber Fraud,2025-11-15,Kolkata,Under Investigation
F000482,P01397,P00405,Financial Fraud,2025-11-09,Delhi,Under Investigation
F000483,P02009,P03994,Cyber Fraud,2025-01-07,Mumbai,Open
F000484,P02190,P01674,Illegal Financing,2025-01-07,Delhi,Under Investigation
F000485,P01389,P02943,Financial Fraud,2025-08-20,Jaipur,Under Investigation
F000486,P06384,P06397,Organized Fraud,2025-02-22,Hyderabad,Under Investigation
F000487,P02429,P04845,Organized Fraud,2025-04-27,Ahmedabad,Open
F000488,P07286,P05632,Extortion,2025-09-05,Rajkot,Under Investigation
F000489,P00476,P02749,Cyber Fraud,2025-08-17,Delhi,Open
F000490,P02970,P00169,Extortion,2025-09-18,Bengaluru,Under Investigation
F000491,P05631,P05267,Organized Fraud,2025-09-07,Pune,Open
F000492,P07216,P07055,Cyber Fraud,2025-02-28,Delhi,Under Investigation
F000493,P07785,P08946,Financial Fraud,2025-05-27,Bengaluru,Under Investigation
F000494,P07592,P08478,Extortion,2025-06-23,Jaipur,Under Investigation
F000495,P00167,P04223,Extortion,2025-04-14,Vadodara,Open
F000496,P00165,P05464,Extortion,2025-02-03,Rajkot,Open
F000497,P05161,P02665,Extortion,2025-12-28,Surat,Closed
F000498,P07062,P02836,Cyber Fraud,2025-08-22,Indore,Open
F000499,P03668,P03725,Financial Fraud,2025-05-07,Indore,Open
F000500,P03963,P01998,Financial Fraud,2025-11-04,Surat,Under Investigation
F000501,P02429,P01341,Cyber Fraud,2025-06-30,Kolkata,Closed
F000502,P04422,P03971,Cyber Fraud,2025-06-19,Hyderabad,Open
F000503,P06101,P00556,Extortion,2025-01-11,Hyderabad,Under Investigation
F000504,P02015,P08338,Cyber Fraud,2025-10-02,Bengaluru,Under Investigation
F000505,P05383,P05636,Organized Fraud,2025-08-20,Delhi,Open
F000506,P01461,P00201,Illegal Financing,2025-05-19,Bengaluru,Open
F000507,P01509,P00714,Extortion,2025-07-01,Delhi,Closed
F000508,P01698,P00579,Extortion,2025-07-02,Pune,Under Investigation
F000509,P09048,P08212,Money Laundering,2025-05-31,Surat,Under Investigation
F000510,P09171,P06099,Extortion,2025-11-07,Mumbai,Open
F000511,P07238,P00890,Financial Fraud,2025-07-29,Vadodara,Closed
F000512,P09923,P05837,Money Laundering,2025-04-07,Mumbai,Open
F000513,P02841,P05724,Cyber Fraud,2025-10-12,Delhi,Under Investigation
F000514,P03186,P05127,Extortion,2025-12-24,Jaipur,Closed
F000515,P03960,P07590,Illegal Financing,2025-12-06,Ahmedabad,Closed
F000516,P08328,P04227,Cyber Fraud,2025-09-10,Kolkata,Open
F000517,P05228,P06293,Organized Fraud,2025-12-27,Vadodara,Open
F000518,P01330,P07072,Money Laundering,2025-11-05,Surat,Under Investigation
F000519,P03554,P09306,Extortion,2025-11-04,Pune,Open
F000520,P05804,P02830,Money Laundering,2025-11-12,Ahmedabad,Closed
F000521,P01442,P01907,Money Laundering,2025-03-27,Pune,Closed
F000522,P04774,P00709,Money Laundering,2025-10-04,Ahmedabad,Open
F000523,P06464,P00692,Cyber Fraud,2025-12-24,Surat,Under Investigation
F000524,P05382,P05927,Extortion,2025-04-12,Jaipur,Open
F000525,P06142,P04115,Extortion,2025-02-17,Hyderabad,Under Investigation
F000526,P00737,P08553,Organized Fraud,2025-03-21,Jaipur,Open
F000527,P08102,P00309,Organized Fraud,2025-09-25,Delhi,Closed
F000528,P07817,P04486,Financial Fraud,2025-08-27,Surat,Under Investigation
F000529,P02678,P03156,Money Laundering,2025-05-22,Surat,Open
F000530,P07574,P02906,Cyber Fraud,2025-07-16,Hyderabad,Open
F000531,P06299,P05118,Extortion,2025-03-12,Bengaluru,Open
F000532,P07273,P06879,Money Laundering,2025-02-16,Bengaluru,Under Investigation
F000533,P03746,P04621,Extortion,2025-09-16,Surat,Under Investigation
F000534,P01365,P04510,Financial Fraud,2025-05-15,Bengaluru,Under Investigation
F000535,P02920,P02027,Financial Fraud,2025-08-26,Delhi,Under Investigation
F000536,P02569,P09579,Financial Fraud,2025-02-13,Surat,Under Investigation
F000537,P02499,P02531,Money Laundering,2025-11-29,Vadodara,Under Investigation
F000538,P01070,P03335,Money Laundering,2025-08-23,Hyderabad,Open
F000539,P04410,P08621,Extortion,2025-07-01,Surat,Open
F000540,P05208,P08927,Money Laundering,2025-02-19,Mumbai,Open
F000541,P05759,P00040,Cyber Fraud,2025-10-30,Pune,Under Investigation
F000542,P00429,P09365,Organized Fraud,2025-09-26,Indore,Open
F000543,P01208,P04009,Financial Fraud,2025-02-13,Pune,Open
F000544,P04473,P00654,Organized Fraud,2025-09-23,Rajkot,Under Investigation
F000545,P08483,P02706,Financial Fraud,2025-06-23,Rajkot,Open
F000546,P06925,P08268,Extortion,2025-04-28,Rajkot,Open
F000547,P02439,P08319,Financial Fraud,2025-11-16,Mumbai,Under Investigation
F000548,P09789,P07880,Financial Fraud,2025-11-19,Bengaluru,Under Investigation
F000549,P09808,P09265,Money Laundering,2025-04-11,Rajkot,Under Investigation
F000550,P03093,P03804,Organized Fraud,2025-02-10,Pune,Open
F000551,P02457,P06252,Financial Fraud,2025-11-06,Rajkot,Under Investigation
F000552,P01481,P09601,Cyber Fraud,2025-04-18,Surat,Under Investigation
F000553,P04646,P02740,Illegal Financing,2025-08-12,Delhi,Open
F000554,P06592,P01366,Cyber Fraud,2025-04-23,Bengaluru,Open
F000555,P03352,P08289,Financial Fraud,2025-03-22,Ahmedabad,Open
F000556,P01479,P01623,Illegal Financing,2025-04-25,Jaipur,Closed
F000557,P07822,P04998,Organized Fraud,2025-05-22,Hyderabad,Under Investigation
F000558,P09639,P01206,Organized Fraud,2025-05-02,Indore,Open
F000559,P02383,P04976,Financial Fraud,2025-04-18,Pune,Closed
F000560,P00548,P00383,Illegal Financing,2025-01-26,Delhi,Under Investigation
F000561,P01333,P01793,Illegal Financing,2025-10-03,Surat,Open
F000562,P01309,P02619,Cyber Fraud,2025-08-25,Rajkot,Open
F000563,P01929,P05488,Organized Fraud,2025-10-21,Hyderabad,Closed
F000564,P03848,P07136,Extortion,2025-10-01,Surat,Under Investigation
F000565,P02945,P05584,Money Laundering,2025-01-20,Mumbai,Closed
F000566,P05769,P04960,Illegal Financing,2025-01-20,Rajkot,Open
F000567,P03157,P04994,Extortion,2025-11-03,Hyderabad,Closed
F000568,P00546,P02872,Extortion,2025-08-16,Mumbai,Open
F000569,P05167,P05955,Money Laundering,2025-05-01,Kolkata,Open
F000570,P08856,P05817,Illegal Financing,2025-02-03,Hyderabad,Open
F000571,P01172,P09051,Extortion,2025-06-15,Delhi,Open
F000572,P07668,P09847,Cyber Fraud,2025-11-21,Bengaluru,Under Investigation
F000573,P03799,P06456,Financial Fraud,2025-02-01,Pune,Under Investigation
F000574,P00885,P08957,Cyber Fraud,2025-10-27,Jaipur,Closed
F000575,P09681,P08130,Cyber Fraud,2025-02-01,Kolkata,Under Investigation
F000576,P01798,P09451,Cyber Fraud,2025-05-13,Bengaluru,Under Investigation
F000577,P04661,P05736,Extortion,2025-04-25,Bengaluru,Open
F000578,P06645,P03367,Money Laundering,2025-01-12,Delhi,Open
F000579,P06289,P09409,Illegal Financing,2025-08-07,Delhi,Open
F000580,P08884,P01696,Illegal Financing,2025-01-03,Vadodara,Under Investigation
F000581,P03091,P02273,Organized Fraud,2025-10-29,Kolkata,Under Investigation
F000582,P04649,P07359,Illegal Financing,2025-07-10,Delhi,Open
F000583,P06722,P08456,Extortion,2025-03-26,Indore,Open
F000584,P01153,P08028,Illegal Financing,2025-10-26,Ahmedabad,Under Investigation
F000585,P00046,P05217,Organized Fraud,2025-07-04,Pune,Open
F000586,P08270,P00465,Money Laundering,2025-12-13,Mumbai,Under Investigation
F000587,P01692,P01278,Illegal Financing,2025-06-26,Delhi,Under Investigation
F000588,P05530,P00792,Money Laundering,2025-07-23,Mumbai,Closed
F000589,P04721,P09668,Money Laundering,2025-06-29,Vadodara,Open
F000590,P04209,P00230,Organized Fraud,2025-02-20,Rajkot,Open
F000591,P09132,P07735,Extortion,2025-09-17,Ahmedabad,Under Investigation
F000592,P03065,P00632,Extortion,2025-10-12,Bengaluru,Closed
F000593,P00159,P09648,Money Laundering,2025-08-23,Delhi,Under Investigation
F000594,P02048,P02091,Cyber Fraud,2025-06-27,Indore,Closed
F000595,P03917,P09799,Financial Fraud,2025-06-02,Ahmedabad,Open
F000596,P05541,P00156,Money Laundering,2025-04-12,Mumbai,Open
F000597,P06951,P07176,Money Laundering,2025-07-11,Surat,Under Investigation
F000598,P02627,P07504,Financial Fraud,2025-12-28,Vadodara,Closed
F000599,P00617,P01957,Illegal Financing,2025-05-29,Jaipur,Open
F000600,P04587,P00642,Extortion,2025-07-17,Delhi,Open
F000601,P06500,P02599,Extortion,2025-12-08,Vadodara,Open
F000602,P03164,P06247,Extortion,2025-08-13,Ahmedabad,Under Investigation
F000603,P00144,P09419,Money Laundering,2025-03-18,Ahmedabad,Under Investigation
F000604,P06088,P07523,Organized Fraud,2025-10-19,Ahmedabad,Open
F000605,P02430,P01330,Illegal Financing,2025-01-23,Bengaluru,Closed
F000606,P06869,P09974,Financial Fraud,2025-08-15,Hyderabad,Closed
F000607,P00147,P06225,Money Laundering,2025-10-26,Hyderabad,Closed
F000608,P02949,P05369,Money Laundering,2025-04-14,Rajkot,Under Investigation
F000609,P04563,P02379,Organized Fraud,2025-03-22,Hyderabad,Under Investigation
F000610,P00959,P06183,Financial Fraud,2025-06-24,Ahmedabad,Open
F000611,P09535,P06085,Illegal Financing,2025-03-03,Pune,Closed
F000612,P09151,P02887,Extortion,2025-06-15,Kolkata,Open
F000613,P01683,P00509,Financial Fraud,2025-02-18,Bengaluru,Open
F000614,P07186,P09204,Organized Fraud,2025-06-11,Indore,Open
F000615,P09309,P05776,Organized Fraud,2025-07-31,Rajkot,Closed
F000616,P05036,P10000,Organized Fraud,2025-01-19,Rajkot,Under Investigation
F000617,P02538,P01213,Illegal Financing,2025-05-25,Jaipur,Closed
F000618,P04323,P04807,Extortion,2025-05-01,Vadodara,Open
F000619,P06800,P05548,Financial Fraud,2025-06-17,Delhi,Under Investigation
F000620,P07154,P04032,Illegal Financing,2025-03-28,Vadodara,Under Investigation
F000621,P06344,P02926,Extortion,2025-08-01,Kolkata,Open
F000622,P08674,P04951,Financial Fraud,2025-03-20,Bengaluru,Under Investigation
F000623,P03574,P08174,Money Laundering,2025-01-25,Hyderabad,Open
F000624,P09400,P02213,Illegal Financing,2025-09-02,Rajkot,Open
F000625,P04241,P07125,Organized Fraud,2025-04-02,Rajkot,Under Investigation
F000626,P02406,P00824,Extortion,2025-09-03,Vadodara,Closed
F000627,P05624,P06721,Organized Fraud,2025-12-09,Vadodara,Closed
F000628,P05236,P09724,Extortion,2025-01-14,Surat,Open
F000629,P05575,P09442,Extortion,2025-09-24,Bengaluru,Closed
F000630,P03598,P02367,Extortion,2025-03-28,Mumbai,Open
F000631,P05217,P07932,Financial Fraud,2025-10-13,Kolkata,Under Investigation
F000632,P00525,P09176,Organized Fraud,2025-03-31,Kolkata,Closed
F000633,P02018,P04072,Cyber Fraud,2025-11-10,Delhi,Open
F000634,P00981,P09410,Financial Fraud,2025-04-30,Rajkot,Open
F000635,P04650,P09981,Illegal Financing,2025-05-06,Jaipur,Open
F000636,P08798,P06314,Organized Fraud,2025-10-14,Surat,Under Investigation
F000637,P06126,P05221,Financial Fraud,2025-05-18,Ahmedabad,Under Investigation
F000638,P09414,P09566,Illegal Financing,2025-02-14,Mumbai,Open
F000639,P08355,P09609,Extortion,2025-07-25,Kolkata,Open
F000640,P08661,P06642,Cyber Fraud,2025-11-03,Surat,Closed
F000641,P05530,P07081,Illegal Financing,2025-08-13,Vadodara,Open
F000642,P02258,P08274,Illegal Financing,2025-12-25,Pune,Under Investigation
F000643,P09180,P08783,Organized Fraud,2025-12-22,Mumbai,Closed
F000644,P00106,P04332,Illegal Financing,2025-07-31,Mumbai,Under Investigation
F000645,P05058,P06601,Organized Fraud,2025-03-26,Ahmedabad,Open
F000646,P07245,P02261,Illegal Financing,2025-12-25,Bengaluru,Under Investigation
F000647,P06085,P07262,Illegal Financing,2025-08-10,Rajkot,Open
F000648,P04069,P03999,Money Laundering,2025-10-10,Surat,Closed
F000649,P04910,P06906,Extortion,2025-08-29,Pune,Under Investigation
F000650,P06004,P05610,Financial Fraud,2025-10-19,Surat,Open
F000651,P09587,P05544,Illegal Financing,2025-10-01,Ahmedabad,Open
F000652,P01276,P03661,Organized Fraud,2025-10-02,Bengaluru,Open
F000653,P08803,P00046,Financial Fraud,2025-09-21,Kolkata,Open
F000654,P01763,P07192,Extortion,2025-09-01,Rajkot,Under Investigation
F000655,P00597,P06609,Extortion,2025-07-01,Indore,Closed
F000656,P01406,P07167,Money Laundering,2025-09-24,Jaipur,Closed
F000657,P09394,P04550,Money Laundering,2025-09-02,Delhi,Under Investigation
F000658,P06441,P01129,Organized Fraud,2025-04-21,Rajkot,Open
F000659,P00934,P09721,Financial Fraud,2025-11-16,Mumbai,Open
F000660,P02588,P02486,Organized Fraud,2025-10-18,Vadodara,Open
F000661,P03456,P03978,Organized Fraud,2025-05-30,Kolkata,Under Investigation
F000662,P03355,P03227,Money Laundering,2025-09-15,Vadodara,Under Investigation
F000663,P01047,P08716,Financial Fraud,2025-02-03,Hyderabad,Under Investigation
F000664,P06140,P09069,Illegal Financing,2025-08-10,Kolkata,Under Investigation
F000665,P04931,P08045,Organized Fraud,2025-03-08,Pune,Open
F000666,P00649,P03630,Cyber Fraud,2025-11-12,Bengaluru,Closed
F000667,P04471,P01762,Money Laundering,2025-07-03,Surat,Under Investigation
F000668,P03063,P06231,Financial Fraud,2025-02-15,Bengaluru,Under Investigation
F000669,P05657,P08601,Money Laundering,2025-09-27,Vadodara,Open
F000670,P07051,P05753,Organized Fraud,2025-10-28,Hyderabad,Closed
F000671,P06321,P05719,Money Laundering,2025-10-13,Mumbai,Open
F000672,P03975,P07782,Financial Fraud,2025-08-14,Hyderabad,Under Investigation
F000673,P09125,P07023,Illegal Financing,2025-12-09,Ahmedabad,Open
F000674,P05772,P08313,Organized Fraud,2025-08-13,Indore,Under Investigation
F000675,P07986,P08471,Illegal Financing,2025-09-17,Hyderabad,Under Investigation
