transaction_id,sender_id,receiver_id,amount_inr,date,method,location,risk_label
T0000360,P07262,P09368,345587,2025-10-04,UPI,Ahmedabad,Suspicious
T0000361,P08330,P08957,18377,2025-03-31,UPI,Bengaluru,Normal
T0000362,P01555,P02120,33793,2025-12-30,Wallet,Vadodara,Normal
T0000363,P05339,P04209,36066,2025-02-27,UPI,Vadodara,Normal
T0000364,P03671,P02518,118545,2025-12-21,UPI,Kolkata,Normal
T0000365,P04093,P01200,122183,2025-07-26,Crypto,Pune,Normal
T0000366,P00235,P05689,49809,2025-10-22,Crypto,Kolkata,Normal
T0000367,P02073,P09277,117621,2025-11-23,UPI,Mumbai,Normal
T0000368,P08005,P02045,80593,2025-12-03,UPI,Vadodara,Normal
T0000369,P06994,P07517,69138,2025-04-06,Bank Transfer,Vadodara,Normal
T0000370,P08704,P03183,151819,2025-07-22,Bank Transfer,Indore,Normal
T0000371,P08436,P03994,31224,2025-05-09,UPI,Bengaluru,Normal
T0000372,P08480,P01279,35568,2025-08-26,UPI,Rajkot,Normal
T0000373,P04306,P02053,689712,2025-01-26,UPI,Delhi,Suspicious
T0000374,P04341,P03542,50907,2025-05-05,Bank Transfer,Delhi,Normal
T0000375,P02404,P00804,198282,2025-04-10,Bank Transfer,Rajkot,Normal
T0000376,P07325,P08861,29306,2025-11-14,Bank Transfer,Kolkata,Normal
T0000377,P01309,P07659,18568,2025-02-17,Bank Transfer,Hyderabad,Normal
T0000378,P08974,P07410,346179,2025-06-02,Bank Transfer,Vadodara,Suspicious
T0000379,P01991,P07042,190925,2025-11-03,Wallet,Delhi,Normal
T0000380,P04953,P03088,12995,2025-07-21,UPI,Pune,Normal
T0000381,P03564,P02559,138018,2025-09-25,UPI,Hyderabad,Normal
T0000382,P01859,P00335,110989,2025-01-03,UPI,Ahmedabad,Normal
T0000383,P05116,P03978,176859,2025-05-04,UPI,Mumbai,Normal
T0000384,P07638,P02397,348256,2025-11-27,Bank Transfer,Kolkata,Suspicious
T0000385,P04297,P04171,41712,2025-12-02,UPI,Ahmedabad,Normal
T0000386,P01997,P07883,610523,2025-04-03,Bank Transfer,Rajkot,Suspicious
T0000387,P00213,P00130,18800,2025-04-12,Cash,Ahmedabad,Normal
T0000388,P00719,P08654,211456,2025-05-22,Cash,Rajkot,Suspicious
T0000389,P07407,P05215,60926,2025-06-02,Bank Transfer,Ahmedabad,Normal
T0000390,P06679,P07495,17400,2025-04-14,UPI,Jaipur,Normal
T0000391,P09558,P06224,15614,2025-12-21,Cash,Hyderabad,Normal
T0000392,P06538,P03992,59417,2025-09-22,UPI,Bengaluru,Normal
T0000393,P09341,P00627,83097,2025-01-09,Bank Transfer,Indore,Normal
T0000394,P08509,P00070,404060,2025-10-18,UPI,Surat,Suspicious
T0000395,P00236,P03340,36128,2025-09-28,UPI,Hyderabad,Normal
T0000396,P05507,P00256,16676,2025-01-30,Bank Transfer,Mumbai,Normal
T0000397,P01273,P00520,110569,2025-01-04,UPI,Vadodara,Normal
T0000398,P01061,P04514,55037,2025-06-03,UPI,Jaipur,Normal
T0000399,P05119,P03128,50954,2025-08-24,Bank Transfer,Indore,Normal
T0000400,P06897,P05025,28850,2025-05-01,UPI,Mumbai,Normal
T0000401,P01295,P02977,25521,2025-03-30,UPI,Rajkot,Normal
T0000402,P00910,P01913,331654,2025-12-30,Wallet,Pune,Suspicious
T0000403,P09781,P00717,369984,2025-05-11,UPI,Vadodara,Suspicious
T0000404,P03515,P01400,87531,2025-05-31,Cash,Jaipur,Normal
T0000405,P09741,P08475,34835,2025-12-26,Bank Transfer,Jaipur,Normal
T0000406,P09215,P07031,55139,2025-04-01,Bank Transfer,Kolkata,Normal
T0000407,P06757,P04239,26540,2025-10-21,Crypto,Ahmedabad,Normal
T0000408,P01201,P07744,111051,2025-09-01,Cash,Ahmedabad,Normal
T0000409,P04879,P01855,85269,2025-04-03,Crypto,Surat,Normal
T0000410,P01450,P01752,109960,2025-07-10,Crypto,Jaipur,Normal
T0000411,P03667,P05623,63593,2025-07-31,Bank Transfer,Hyderabad,Normal
T0000412,P02997,P06939,16979,2025-03-21,Bank Transfer,Bengaluru,Normal
T0000413,P05969,P00318,51293,2025-05-20,Cash,Bengaluru,Normal
T0000414,P04830,P04320,403840,2025-07-31,Bank Transfer,Delhi,Suspicious
T0000415,P02742,P05661,444926,2025-08-09,UPI,Hyderabad,Suspicious
T0000416,P03264,P01202,378999,2025-02-03,UPI,Mumbai,Suspicious
T0000417,P00034,P04204,177428,2025-09-06,UPI,Hyderabad,Normal
T0000418,P03510,P04754,130968,2025-03-02,Wallet,Hyderabad,Normal
T0000419,P08034,P08881,49698,2025-02-15,Bank Transfer,Hyderabad,Normal
T0000420,P09572,P04897,141020,2025-11-17,UPI,Ahmedabad,Normal
T0000421,P07642,P02988,75481,2025-02-27,Crypto,Pune,Normal
T0000422,P09211,P05025,54965,2025-02-06,UPI,Kolkata,Normal
T0000423,P01596,P02747,87921,2025-08-28,Crypto,Ahmedabad,Normal
T0000424,P02734,P03456,10026,2025-04-06,Bank Transfer,Rajkot,Suspicious
T0000425,P05082,P01164,39204,2025-03-24,UPI,Pune,Normal
T0000426,P03251,P01170,45369,2025-03-27,Bank Transfer,Mumbai,Normal
T0000427,P09011,P03893,257385,2025-11-11,UPI,Ahmedabad,Normal
T0000428,P07414,P02705,58088,2025-11-13,Wallet,Mumbai,Normal
T0000429,P07910,P09191,81879,2025-03-15,Wallet,Mumbai,Normal
T0000430,P01946,P06092,7754,2025-07-08,UPI,Hyderabad,Normal
T0000431,P08053,P05731,405676,2025-12-08,Bank Transfer,Delhi,Suspicious
T0000432,P06659,P08872,17797,2025-08-07,Crypto,Ahmedabad,Normal
T0000433,P04798,P04999,72949,2025-10-07,UPI,Delhi,Normal
T0000434,P08699,P02830,780037,2025-08-16,Bank Transfer,Kolkata,Suspicious
T0000435,P05642,P07168,68255,2025-10-12,Cash,Surat,Normal
T0000436,P09571,P03667,110082,2025-12-07,Bank Transfer,Pune,Normal
T0000437,P09532,P08173,38372,2025-09-27,UPI,Bengaluru,Normal
T0000438,P04786,P00199,147681,2025-06-12,Cash,Pune,Suspicious
T0000439,P08002,P08637,35722,2025-10-05,Crypto,Bengaluru,Normal
T0000440,P02294,P00546,129263,2025-09-11,Bank Transfer,Jaipur,Normal
T0000441,P00031,P03094,51605,2025-07-02,Bank Transfer,Hyderabad,Normal
T0000442,P00277,P00527,95247,2025-12-12,Bank Transfer,Delhi,Normal
T0000443,P03977,P03310,127516,2025-03-24,UPI,Indore,Normal
T0000444,P05172,P09061,2474,2025-01-14,Bank Transfer,Pune,Normal
T0000445,P04679,P06847,432855,2025-05-28,UPI,Delhi,Suspicious
T0000446,P01109,P04602,90965,2025-09-09,Bank Transfer,Ahmedabad,Normal
T0000447,P01078,P09146,46849,2025-08-19,Crypto,Delhi,Normal
T0000448,P05306,P09740,52583,2025-10-13,Crypto,Surat,Normal
T0000449,P07857,P01156,111228,2025-09-06,Crypto,Hyderabad,Normal
T0000450,P01507,P03875,63522,2025-06-22,Cash,Pune,Normal
T0000451,P09341,P00963,103396,2025-03-04,Cash,Bengaluru,Normal
T0000452,P00575,P00576,20785,2025-05-07,Bank Transfer,Bengaluru,Suspicious
T0000453,P07607,P08322,67803,2025-03-02,UPI,Jaipur,Normal
T0000454,P07390,P07560,86072,2025-10-18,Cash,Surat,Normal
T0000455,P07561,P00281,20092,2025-03-08,UPI,Hyderabad,Normal
T0000456,P03857,P02994,266525,2025-10-27,UPI,Kolkata,Normal
T0000457,P01396,P08518,175088,2025-10-26,Bank Transfer,Surat,Suspicious
T0000458,P07516,P07036,28794,2025-08-14,Bank Transfer,Rajkot,Normal
T0000459,P04750,P00885,48116,2025-03-04,UPI,Jaipur,Suspicious
T0000460,P02083,P05299,2779547,2025-04-19,UPI,Ahmedabad,Suspicious
T0000461,P09168,P07449,53251,2025-06-29,UPI,Rajkot,Normal
T0000462,P07972,P07270,9890,2025-06-24,Cash,Ahmedabad,Normal
T0000463,P05601,P06234,251433,2025-06-30,Bank Transfer,Mumbai,Normal
T0000464,P01705,P05306,26271,2025-02-05,Cash,Vadodara,Normal
T0000465,P01460,P02910,687898,2025-07-14,Wallet,Surat,Suspicious
T0000466,P06388,P01754,14961,2025-02-06,Bank Transfer,Jaipur,Normal
T0000467,P02505,P08740,99083,2025-04-22,Bank Transfer,Rajkot,Suspicious
T0000468,P01766,P04147,3076334,2025-08-24,Crypto,Kolkata,Suspicious
T0000469,P06013,P05861,32025,2025-03-06,Bank Transfer,Mumbai,Normal
T0000470,P09808,P04445,228318,2025-04-11,Crypto,Jaipur,Normal
T0000471,P06002,P02230,154924,2025-10-18,Crypto,Rajkot,Normal
T0000472,P04934,P02058,35414,2025-04-18,UPI,Jaipur,Normal
T0000473,P03051,P01639,483226,2025-07-12,Bank Transfer,Hyderabad,Suspicious
T0000474,P01427,P00976,508876,2025-10-08,UPI,Kolkata,Suspicious
T0000475,P08775,P06713,14184,2025-08-19,Crypto,Indore,Normal
T0000476,P02826,P07911,113793,2025-06-05,Cash,Indore,Normal
T0000477,P00332,P03973,58276,2025-12-11,Bank Transfer,Vadodara,Normal
T0000478,P03585,P09358,36284,2025-01-08,Cash,Vadodara,Normal
T0000479,P02233,P04561,30816,2025-05-22,UPI,Rajkot,Normal
T0000480,P00800,P02960,11682,2025-06-23,UPI,Mumbai,Normal
T0000481,P01957,P07612,66638,2025-11-06,UPI,Bengaluru,Suspicious
T0000482,P04545,P05099,52417,2025-05-05,Bank Transfer,Ahmedabad,Normal
T0000483,P06973,P06944,53850,2025-02-21,Crypto,Bengaluru,Normal
T0000484,P06026,P04342,232669,2025-11-10,Crypto,Jaipur,Normal
T0000485,P01062,P06558,232620,2025-02-14,Crypto,Surat,Normal
T0000486,P07700,P02135,153362,2025-10-20,Bank Transfer,Bengaluru,Normal
T0000487,P07551,P01874,14259,2025-01-28,Bank Transfer,Jaipur,Normal
T0000488,P04405,P04378,95351,2025-10-10,Crypto,Hyderabad,Normal
T0000489,P08131,P09311,152651,2025-01-24,Bank Transfer,Hyderabad,Normal
T0000490,P07608,P03173,26832,2025-09-22,Bank Transfer,Ahmedabad,Normal
T0000491,P07789,P05079,115302,2025-03-24,Bank Transfer,Delhi,Normal
T0000492,P09473,P02403,141621,2025-04-28,Bank Transfer,Jaipur,Normal
T0000493,P01786,P02110,104719,2025-07-03,Bank Transfer,Jaipur,Normal
T0000494,P00937,P00727,54167,2025-07-19,Cash,Vadodara,Normal
T0000495,P07596,P04676,55087,2025-08-14,UPI,Ahmedabad,Normal
T0000496,P08524,P06941,49517,2025-01-07,UPI,Kolkata,Normal
T0000497,P04629,P09712,425427,2025-09-07,Bank Transfer,Bengaluru,Suspicious
T0000498,P01364,P04077,42463,2025-09-22,Bank Transfer,Mumbai,Normal
T0000499,P00764,P03503,424565,2025-09-19,UPI,Vadodara,Suspicious
T0000500,P06568,P00427,35471,2025-08-14,Bank Transfer,Hyderabad,Normal
T0000501,P05935,P00981,139711,2025-11-21,Cash,Pune,Normal
T0000502,P08999,P00546,32640,2025-10-11,Bank Transfer,Kolkata,Normal
T0000503,P02780,P09959,577970,2025-03-09,UPI,Rajkot,Suspicious
T0000504,P07255,P03155,19006,2025-04-18,Bank Transfer,Jaipur,Normal
T0000505,P06329,P03706,111675,2025-05-17,Crypto,Vadodara,Normal
T0000506,P05820,P00454,35808,2025-10-12,UPI,Pune,Suspicious
T0000507,P04937,P05268,204615,2025-01-09,UPI,Surat,Normal
T0000508,P09988,P06171,62651,2025-06-16,Bank Transfer,Indore,Normal
T0000509,P07091,P00817,191551,2025-10-29,Bank Transfer,Bengaluru,Suspicious
T0000510,P00884,P02199,83942,2025-06-04,Bank Transfer,Indore,Normal
T0000511,P04481,P04166,46736,2025-07-26,Bank Transfer,Mumbai,Normal
T0000512,P03248,P03755,18854,2025-03-31,Crypto,Rajkot,Normal
T0000513,P04542,P08415,46952,2025-01-21,Bank Transfer,Vadodara,Normal
T0000514,P07511,P00900,73149,2025-06-03,Crypto,Hyderabad,Suspicious
T0000515,P07537,P02881,142988,2025-07-19,Crypto,Pune,Suspicious
T0000516,P08500,P04877,24217,2025-12-20,Bank Transfer,Delhi,Normal
T0000517,P04399,P04060,75721,2025-11-23,Bank Transfer,Kolkata,Normal
T0000518,P06186,P07880,32802,2025-08-03,Bank Transfer,Bengaluru,Normal
T0000519,P07378,P05962,69749,2025-01-21,Bank Transfer,Pune,Normal
T0000520,P04026,P08154,6907,2025-07-31,Bank Transfer,Ahmedabad,Normal
T0000521,P00904,P01969,735311,2025-04-26,UPI,Pune,Suspicious
T0000522,P09604,P04387,22061,2025-09-10,Bank Transfer,Rajkot,Normal
T0000523,P01078,P05067,31407,2025-11-26,Bank Transfer,Kolkata,Normal
T0000524,P02528,P02761,89807,2025-06-20,Bank Transfer,Ahmedabad,Normal
T0000525,P06374,P01322,61589,2025-01-27,Cash,Vadodara,Normal
T0000526,P02631,P08530,79425,2025-06-23,UPI,Jaipur,Normal
T0000527,P00534,P03439,52425,2025-07-17,Bank Transfer,Surat,Normal
T0000528,P07448,P06782,191506,2025-09-24,Bank Transfer,Ahmedabad,Normal
T0000529,P06270,P04722,66483,2025-12-15,Crypto,Kolkata,Normal
T0000530,P09426,P05405,141245,2025-09-24,Crypto,Hyderabad,Normal
T0000531,P00786,P02918,211980,2025-03-17,Bank Transfer,Delhi,Normal
T0000532,P09934,P01279,35456,2025-10-23,Bank Transfer,Pune,Normal
T0000533,P04689,P08321,112835,2025-04-28,Bank Transfer,Bengaluru,Normal
T0000534,P05626,P06336,110572,2025-10-31,UPI,Delhi,Normal
T0000535,P02344,P04627,15897,2025-06-16,UPI,Pune,Normal
T0000536,P06547,P09416,45160,2025-01-19,Wallet,Pune,Normal
T0000537,P02509,P05445,55342,2025-11-23,UPI,Pune,Normal
T0000538,P05753,P02207,15245,2025-09-10,Bank Transfer,Surat,Normal
T0000539,P01245,P06020,10036,2025-06-24,Bank Transfer,Mumbai,Normal
T0000540,P03014,P07319,21087,2025-03-12,Cash,Surat,Normal
T0000541,P03462,P00072,43274,2025-07-09,Bank Transfer,Surat,Normal
T0000542,P07758,P01103,18597,2025-02-06,Cash,Surat,Normal
T0000543,P00453,P02644,362295,2025-11-10,Crypto,Surat,Suspicious
T0000544,P00612,P01229,9782,2025-04-22,Cash,Kolkata,Normal
T0000545,P01959,P02543,31195,2025-10-13,UPI,Indore,Normal
T0000546,P00324,P09564,149844,2025-10-26,Bank Transfer,Hyderabad,Suspicious
T0000547,P08579,P04162,34088,2025-05-31,UPI,Bengaluru,Normal
T0000548,P03664,P05572,50107,2025-05-31,Bank Transfer,Pune,Normal
T0000549,P08023,P08247,181815,2025-03-04,Cash,Bengaluru,Normal
T0000550,P04438,P07296,182754,2025-04-22,UPI,Bengaluru,Normal
T0000551,P02163,P01288,147951,2025-10-18,UPI,Indore,Normal
T0000552,P03330,P09132,89622,2025-01-21,Wallet,Vadodara,Normal
T0000553,P02090,P00199,117808,2025-09-12,Wallet,Ahmedabad,Normal
T0000554,P03907,P06944,85366,2025-05-16,Wallet,Surat,Normal
T0000555,P02628,P05714,158930,2025-04-22,Bank Transfer,Ahmedabad,Normal
T0000556,P09406,P03000,36006,2025-12-26,Crypto,Jaipur,Normal
T0000557,P09751,P08228,56267,2025-07-18,UPI,Kolkata,Normal
T0000558,P08894,P01165,80365,2025-12-16,UPI,Indore,Normal
T0000559,P09716,P05123,31179,2025-03-23,Cash,Hyderabad,Normal
T0000560,P00864,P05117,115143,2025-05-15,UPI,Surat,Normal
T0000561,P04720,P02467,55488,2025-09-13,Bank Transfer,Hyderabad,Normal
T0000562,P05543,P03463,6680,2025-05-30,Cash,Surat,Normal
T0000563,P08757,P02640,217841,2025-03-15,Cash,Rajkot,Suspicious
T0000564,P00100,P00532,139393,2025-03-16,UPI,Ahmedabad,Normal
T0000565,P06138,P06838,153658,2025-08-10,Bank Transfer,Delhi,Normal
T0000566,P07191,P08178,12272,2025-11-02,Crypto,Mumbai,Normal
T0000567,P08692,P01135,66543,2025-11-06,UPI,Jaipur,Normal
T0000568,P04624,P06395,46259,2025-07-11,UPI,Kolkata,Normal
T0000569,P01623,P09184,29971,2025-09-16,UPI,Indore,Normal
T0000570,P06248,P07119,78782,2025-03-30,Bank Transfer,Ahmedabad,Suspicious
T0000571,P06598,P08902,79457,2025-10-19,Bank Transfer,Hyderabad,Suspicious
T0000572,P09440,P09647,66747,2025-05-06,Bank Transfer,Bengaluru,Normal
T0000573,P02601,P00432,423625,2025-11-28,Bank Transfer,Ahmedabad,Suspicious
T0000574,P09638,P07842,82108,2025-12-18,Bank Transfer,Hyderabad,Normal
T0000575,P07085,P05226,25079,2025-07-23,Bank Transfer,Bengaluru,Normal
T0000576,P04556,P02437,72684,2025-01-24,Cash,Pune,Normal
T0000577,P03458,P06482,137218,2025-10-20,UPI,Rajkot,Normal
T0000578,P06521,P07535,39278,2025-03-23,UPI,Mumbai,Normal
T0000579,P00444,P00727,404978,2025-11-10,Cash,Ahmedabad,Suspicious
T0000580,P08550,P08285,130644,2025-02-09,Bank Transfer,Indore,Normal
T0000581,P01514,P08364,27498,2025-09-21,Bank Transfer,Indore,Normal
T0000582,P01591,P02017,97654,2025-06-18,UPI,Ahmedabad,Normal
T0000583,P07053,P08268,763828,2025-07-09,UPI,Indore,Suspicious
T0000584,P08882,P01599,325395,2025-01-29,UPI,Hyderabad,Suspicious
T0000585,P06985,P04952,190733,2025-12-28,UPI,Jaipur,Normal
T0000586,P09073,P02125,278400,2025-01-09,Cash,Surat,Normal
T0000587,P07023,P07499,66003,2025-09-17,Bank Transfer,Hyderabad,Normal
T0000588,P03779,P09465,180622,2025-10-17,Crypto,Delhi,Normal
T0000589,P06882,P02705,55739,2025-03-01,Bank Transfer,Kolkata,Suspicious
T0000590,P09515,P05998,66906,2025-12-28,Wallet,Hyderabad,Suspicious
T0000591,P03040,P01669,18548,2025-09-10,Cash,Rajkot,Normal
T0000592,P06023,P02344,69345,2025-08-31,Cash,Pune,Suspicious
T0000593,P09350,P06177,55405,2025-04-12,UPI,Hyderabad,Suspicious
T0000594,P03178,P04054,49365,2025-06-22,Bank Transfer,Hyderabad,Normal
T0000595,P03593,P02257,51253,2025-10-17,Crypto,Pune,Normal
T0000596,P04323,P08027,95560,2025-09-14,Bank Transfer,Delhi,Normal
T0000597,P08091,P07559,511302,2025-01-16,UPI,Kolkata,Suspicious
T0000598,P09774,P08452,40906,2025-04-14,Bank Transfer,Jaipur,Normal
T0000599,P01743,P03874,87395,2025-11-18,Bank Transfer,Surat,Normal
T0000600,P09676,P04187,133837,2025-06-03,Wallet,Hyderabad,Normal
T0000601,P04677,P05478,101809,2025-01-23,Crypto,Rajkot,Normal
T0000602,P08061,P03292,32434,2025-12-23,UPI,Mumbai,Normal
T0000603,P03075,P04445,28239,2025-11-11,Bank Transfer,Hyderabad,Normal
T0000604,P08883,P07930,62590,2025-04-21,Bank Transfer,Delhi,Normal
T0000605,P07249,P04970,350164,2025-06-26,Wallet,Pune,Suspicious
T0000606,P00678,P04616,55227,2025-09-02,Crypto,Rajkot,Normal
T0000607,P02060,P06761,71502,2025-08-05,Cash,Jaipur,Normal
T0000608,P03668,P08566,65149,2025-10-22,Wallet,Delhi,Normal
T0000609,P04373,P04765,69189,2025-03-19,Bank Transfer,Indore,Normal
T0000610,P05807,P06872,35823,2025-02-20,Cash,Indore,Normal
T0000611,P01651,P03589,9746,2025-11-03,Bank Transfer,Delhi,Suspicious
T0000612,P08831,P05906,71180,2025-11-21,Bank Transfer,Ahmedabad,Suspicious
T0000613,P00915,P01319,29589,2025-10-09,UPI,Bengaluru,Normal
T0000614,P04354,P04494,84756,2025-03-02,Bank Transfer,Hyderabad,Normal
T0000615,P00036,P07335,61605,2025-02-27,UPI,Surat,Normal
T0000616,P01328,P06367,33708,2025-09-22,UPI,Indore,Normal
T0000617,P01922,P00028,51509,2025-09-18,Wallet,Bengaluru,Normal
T0000618,P01642,P09850,159118,2025-04-13,Cash,Ahmedabad,Normal
T0000619,P06165,P05421,35608,2025-02-01,Crypto,Hyderabad,Normal
T0000620,P05202,P07610,161693,2025-11-02,Bank Transfer,Rajkot,Normal
T0000621,P09224,P07995,74770,2025-02-13,UPI,Bengaluru,Normal
T0000622,P07714,P03778,121773,2025-07-16,UPI,Indore,Normal
T0000623,P03211,P05780,6566,2025-03-20,UPI,Rajkot,Normal
T0000624,P07459,P08790,223360,2025-01-13,Crypto,Indore,Normal
T0000625,P07018,P05316,18878,2025-08-08,Bank Transfer,Vadodara,Normal
T0000626,P01192,P06585,217536,2025-04-22,Cash,Indore,Normal
T0000627,P01105,P06177,570810,2025-09-25,UPI,Kolkata,Suspicious
T0000628,P09627,P05860,15807,2025-01-27,UPI,Kolkata,Normal
T0000629,P04025,P06293,65762,2025-01-05,UPI,Hyderabad,Normal
T0000630,P03057,P07734,122983,2025-06-06,UPI,Kolkata,Normal
T0000631,P01698,P08344,40747,2025-07-18,Bank Transfer,Rajkot,Normal
T0000632,P09609,P06620,4928,2025-06-23,UPI,Mumbai,Normal
T0000633,P08011,P06549,483084,2025-03-14,UPI,Hyderabad,Suspicious
T0000634,P02824,P09478,100838,2025-10-24,Bank Transfer,Pune,Normal
T0000635,P01545,P01755,65518,2025-09-22,Wallet,Mumbai,Normal
T0000636,P00393,P01522,438305,2025-12-13,UPI,Mumbai,Suspicious
T0000637,P01008,P06929,154501,2025-04-02,UPI,Jaipur,Normal
T0000638,P02549,P08125,7412,2025-07-15,Bank Transfer,Surat,Normal
T0000639,P04133,P07563,30445,2025-12-18,Crypto,Indore,Normal
T0000640,P09085,P00038,1812601,2025-04-16,Bank Transfer,Bengaluru,Suspicious
T0000641,P09180,P05734,79736,2025-05-31,Bank Transfer,Vadodara,Normal
T0000642,P04763,P04049,116500,2025-11-21,Crypto,Vadodara,Normal
T0000643,P04795,P02261,74061,2025-02-06,Bank Transfer,Delhi,Normal
T0000644,P04265,P05464,35075,2025-03-19,Bank Transfer,Vadodara,Normal
T0000645,P04776,P01939,328141,2025-10-18,Wallet,Hyderabad,Suspicious
T0000646,P01581,P05348,78323,2025-06-26,Bank Transfer,Indore,Normal
T0000647,P01237,P09712,42085,2025-04-14,Bank Transfer,Mumbai,Normal
T0000648,P06044,P01678,54612,2025-09-02,Bank Transfer,Rajkot,Normal
T0000649,P08068,P09460,91043,2025-09-18,UPI,Vadodara,Normal
T0000650,P07774,P01813,49366,2025-04-06,Bank Transfer,Bengaluru,Normal
T0000651,P05983,P07836,18083,2025-08-09,Bank Transfer,Jaipur,Normal
T0000652,P06950,P03404,100368,2025-11-29,Bank Transfer,Surat,Normal
T0000653,P08365,P03050,13416,2025-05-12,UPI,Vadodara,Suspicious
T0000654,P01482,P00858,170549,2025-03-12,UPI,Pune,Normal
T0000655,P06728,P00391,5092,2025-02-05,UPI,Delhi,Normal
T0000656,P01615,P05191,7076,2025-12-27,Bank Transfer,Jaipur,Normal
T0000657,P08429,P08190,177298,2025-08-10,UPI,Hyderabad,Normal
T0000658,P06607,P09236,57504,2025-09-14,Bank Transfer,Vadodara,Suspicious
T0000659,P09081,P05760,555431,2025-05-16,Crypto,Kolkata,Suspicious
T0000660,P03226,P00831,51650,2025-03-10,UPI,Indore,Normal
T0000661,P05438,P01637,46036,2025-11-06,Bank Transfer,Ahmedabad,Normal
T0000662,P08581,P01202,364788,2025-08-05,UPI,Jaipur,Suspicious
T0000663,P06727,P07860,23044,2025-08-06,UPI,Ahmedabad,Normal
T0000664,P07739,P04966,129281,2025-08-05,Bank Transfer,Surat,Normal
T0000665,P04510,P09897,71950,2025-08-22,Bank Transfer,Delhi,Normal
T0000666,P00907,P09511,267377,2025-06-29,Crypto,Surat,Normal
T0000667,P05701,P01688,214236,2025-11-26,UPI,Kolkata,Normal
T0000668,P07043,P09388,31181,2025-02-25,Bank Transfer,Mumbai,Normal
T0000669,P01169,P03748,19787,2025-08-22,Bank Transfer,Ahmedabad,Normal
T0000670,P05578,P02525,210255,2025-08-06,Cash,Indore,Normal
T0000671,P09921,P02130,215833,2025-03-06,Bank Transfer,Indore,Normal
T0000672,P02493,P02128,98946,2025-09-20,Bank Transfer,Bengaluru,Normal
T0000673,P02497,P00341,191934,2025-08-02,Bank Transfer,Pune,Normal
T0000674,P06146,P03009,153409,2025-05-19,Bank Transfer,Rajkot,Normal
T0000675,P01651,P00717,10237,2025-10-25,Cash,Surat,Normal
T0000676,P06862,P05578,231182,2025-03-05,Bank Transfer,Rajkot,Normal
T0000677,P06487,P03942,70738,2025-03-04,Bank Transfer,Mumbai,Normal
T0000678,P04421,P05389,304448,2025-09-26,Wallet,Kolkata,Suspicious
T0000679,P04671,P08528,243342,2025-10-31,UPI,Vadodara,Normal
T0000680,P09778,P05803,55177,2025-10-07,Bank Transfer,Hyderabad,Normal
T0000681,P01175,P00442,128579,2025-11-08,UPI,Vadodara,Normal
T0000682,P01946,P00641,536128,2025-12-22,Crypto,Mumbai,Suspicious
T0000683,P08598,P06060,105123,2025-01-22,Bank Transfer,Indore,Suspicious
T0000684,P07497,P09698,225116,2025-05-06,Bank Transfer,Delhi,Normal
T0000685,P02459,P05690,114695,2025-03-23,UPI,Rajkot,Normal
T0000686,P05029,P06112,101588,2025-09-01,UPI,Rajkot,Normal
T0000687,P07087,P04294,40595,2025-03-31,Crypto,Mumbai,Normal
T0000688,P09309,P06403,32075,2025-10-02,Wallet,Surat,Normal
T0000689,P06150,P02844,61308,2025-05-26,Crypto,Ahmedabad,Normal
T0000690,P00438,P06764,108557,2025-06-26,Cash,Vadodara,Normal
T0000691,P04499,P09423,497646,2025-11-28,Crypto,Hyderabad,Suspicious
T0000692,P01331,P04128,23907,2025-07-19,Crypto,Vadodara,Normal
T0000693,P02734,P00098,62566,2025-12-09,Cash,Hyderabad,Normal
T0000694,P04810,P06596,75039,2025-02-10,UPI,Pune,Normal
T0000695,P08272,P07779,13563,2025-01-09,Cash,Jaipur,Normal
T0000696,P01666,P03162,96596,2025-08-21,Wallet,Hyderabad,Normal
T0000697,P08463,P06581,119920,2025-04-18,Wallet,Pune,Normal
T0000698,P01614,P08544,29472,2025-07-03,UPI,Surat,Normal
T0000699,P00585,P07193,41292,2025-03-11,UPI,Jaipur,Suspicious
T0000700,P03721,P04067,31026,2025-02-17,Wallet,Jaipur,Normal
